elr,mileage,name,type,lat,lon
BAE1,83.0176 - 83.0176,Salisbury near SY212 signal,Authorised Access Point - Pedestrian,51.07390075,-1.79916931
BAE1,82.1496 - 82.1496,Marlborough Road Footbridge 230,Authorised Access Point - Pedestrian,51.07632993,-1.79470513
BAE1,82.066 - 82.066,London Road  A30  Bridge 228,Authorised Access Point - Pedestrian,51.07778586,-1.78422096
BAE1,82.0179 - 82.0179,Mackentosh Bridge 227,Authorised Access Point - Pedestrian,51.08020479,-1.7794131
BAE1,81.1496 - 81.1496,Laverstock North Junction SY29,Authorised Access Point - Pedestrian,51.08339262,-1.77709935
BAE1,81.0961 - 81.0961,Bishop s Down Bridge 226,Authorised Access Point - Pedestrian,51.08684547,-1.77235682
BAE1,81.0361 - 81.0361,Ford Road Bridge 220,Authorised Access Point - Pedestrian,51.0904408,-1.76701316
BAE1,79.1667 - 79.1667,Lower Winterbourne Bridge 217,Authorised Access Point - Pedestrian,51.10578583,-1.75168104
BAE1,79.038 - 79.038,Upper Winterbourne  Thorneydown Road  Bridge 213,Authorised Access Point - Pedestrian,51.11401749,-1.74102233
BAE1,78.0248 - 78.0248,Former Porton Station,Authorised Access Point - Vehicle,51.126022,-1.72525077
BAE1,77.0619 - 77.0619,Idmiston  No 1  Bridge 208,Authorised Access Point - Pedestrian,51.13397598,-1.7123122
BAE1,76.0026 - 76.0026,Allington Down  disused  Bridge 204,Authorised Access Point - Pedestrian,51.14535922,-1.68742447
BAE1,75.0685 - 75.0685,Former Allington Jc.,Authorised Access Point - Vehicle,51.15069579,-1.67575055
BAE1,75.0132 - 75.0132,Former Newton Tony Junction,Authorised Access Point - Vehicle,51.15353784,-1.66951099
BAE1,72.1188 - 72.1188,Grateley Station Double Gate up side,Authorised Access Point - Vehicle,51.17017755,-1.62051806
BAE1,72.0904 - 72.0904,Grateley Station,Authorised Access Point - Road-Rail Machines,51.17060209,-1.61834048
BAE1,71.1507 - 71.1507,GRATELEY WALLOPS ROAD  BRIDGE 196 ,Authorised Access Point - Pedestrian,51.17341351,-1.60387002
BAE1,71.1001 - 71.1001,Manor Farm Grately BRIDGE 194,Authorised Access Point - Pedestrian,51.17464181,-1.59753686
BAE1,70.1077 - 70.1077,Gollard Lane Bridge 194,Authorised Access Point - Pedestrian,51.17917241,-1.5767393
BAE1,69.1469 - 69.1469,Gravel Pit Road Bridge 192,Authorised Access Point - Pedestrian,51.18525864,-1.56168876
BAE1,68.1516 - 68.1516,Abbotts Ann Bridge 191,Authorised Access Point - Pedestrian,51.19553388,-1.54677945
BAE1,68.002 - 68.002,Little Park  Red Post Lane  Bridge 189,Authorised Access Point - Pedestrian,51.20290866,-1.53109152
BAE1,67.0344 - 67.0344,ANDOVER A303  BRIDGE 188A ,Authorised Access Point - Pedestrian,51.20581268,-1.51335511
BAE1,66.0638 - 66.0638,Andover Station Car Park,Authorised Access Point - Pedestrian,51.21080469,-1.49456247
BAE1,66.0528 - 66.0528,Andover Multi-Storey Station Car Park,Authorised Access Point - Pedestrian,51.21128542,-1.49344053
BAE1,65.1188 - 65.1188,"Andover, Off Artist Way Bridge 185C",Authorised Access Point - Pedestrian,51.21617362,-1.48234771
BAE1,65.0066 - 65.0066,Walworth Road,Authorised Access Point - Pedestrian,51.21975807,-1.46952064
BAE1,64.1213 - 64.1213,Finkley,Authorised Access Point - Pedestrian,51.22009657,-1.46093963
BAE1,64.0553 - 64.0553,Andover access via Finkley Down farm bridge 179,Authorised Access Point - Pedestrian,51.22082136,-1.45241117
BAE1,63.1342 - 63.1342,Andover  Walworth Rd ,Authorised Access Point - Pedestrian,51.22371796,-1.44122135
BAE1,62.1231 - 62.1231,Wyke Bridge 178,Authorised Access Point - Pedestrian,51.22977311,-1.41791759
BAE1,61.1579 - 61.1579,Apsley Bridge 176,Authorised Access Point - Pedestrian,51.234254,-1.40064429
BAE1,61.0661 - 61.0661,Bourne River Bridge 174,Authorised Access Point - Vehicle,51.23715473,-1.3894766
BAE1,60.0867 - 60.0867,Hurstbourne Bridge 172 up dirt track,Authorised Access Point - Pedestrian,51.24026115,-1.36988145
BAE1,59.1165 - 59.1165,"Whitchurch, Blowswood Lane Bridge 170",Authorised Access Point - Pedestrian,51.23864608,-1.35076561
BAE1,59.0053 - 59.0053,Whitchurch Station Car Park London End,Authorised Access Point - Road-Rail Machines,51.23751287,-1.33628524
BAE1,57.1262 - 57.1262,Taskers Bridge 162,Authorised Access Point - Pedestrian,51.24173914,-1.30671324
BAE1,57.0945 - 57.0945,Home Farm off Watch Lane Bridge 161,Authorised Access Point - Pedestrian,51.24285882,-1.30294293
BAE1,56.1226 - 56.1226,Norrington off Southington Lane Bridge 158,Authorised Access Point - Pedestrian,51.24809413,-1.28529776
BAE1,56.0152 - 56.0152,Court Drove Bridge 157,Authorised Access Point - Pedestrian,51.25138607,-1.27225041
BAE1,55.0242 - 55.0242,"Overton, Hannington Road",Authorised Access Point - Pedestrian,51.25581395,-1.25138729
BAE1,54.044 - 54.044,Oakley Industrial Estate Bridge 152,Authorised Access Point - Pedestrian,51.25455875,-1.23108819
BAE1,53.1138 - 53.1138,Deane  Bridge 151 ,Authorised Access Point - Pedestrian,51.2540141,-1.21671042
BAE1,52.1213 - 52.1213,Oakley,Authorised Access Point - Pedestrian,51.25581387,-1.19562876
BAE1,51.1052 - 51.1052,St Johns Road downside of footbridge 144,Authorised Access Point - Pedestrian,51.2530777,-1.17071503
BAE1,51 - 51,Basingstoke Battledown Flyover,Authorised Access Point - Road-Rail Machines,51.25275461,-1.15693632
BAE2,172.0092 - 172.0092,Exeter St Davids,Authorised Access Point - Vehicle,50.72829616,-3.54360937
BAE2,171.099 - 171.099,Exeter Central Car Park,Authorised Access Point - Vehicle,50.72577365,-3.53508197
BAE2,171.066 - 171.066,Exeter Central Station,Authorised Access Point - Pedestrian,50.72625659,-3.53392175
BAE2,171.088 - 171.088,Office Car Park,Authorised Access Point - Pedestrian,50.72625659,-3.53392175
BAE2,171.0528 - 171.0528,Central Howel Rd Car Park,Authorised Access Point - Pedestrian,50.72786318,-3.53006352
BAE2,170.1541 - 170.1541,Exeter St James,Authorised Access Point - Vehicle,50.73119801,-3.52195346
BAE2,170.154 - 170.154,St James Park,Authorised Access Point - Pedestrian,50.7311982,-3.5219393
BAE2,170.0475 - 170.0475,Public Highway to Exmouth Jn Box,Authorised Access Point - Vehicle,50.73315193,-3.50862539
BAE2,170.044 - 170.044,Exmouth Junction,Authorised Access Point - Road-Rail Machines,50.73317559,-3.50818685
BAE2,170.0331 - 170.0331,Exmouth Jn,Authorised Access Point - Pedestrian,50.73323903,-3.50675763
BAE2,170 - 170,Morrisons,Authorised Access Point - Pedestrian,50.73345603,-3.50248499
BAE2,169.022 - 169.022,Exhibition Way,Authorised Access Point - Vehicle,50.73733108,-3.48361844
BAE2,168.1541 - 168.1541,Westbrick Pinhoe,Authorised Access Point - Vehicle,50.73784375,-3.47795161
BAE2,168.088 - 168.088,Pinhoe Station,Authorised Access Point - Pedestrian,50.73777934,-3.46953133
BAE2,168.0441 - 168.0441,Coal Yard Pinhoe,Authorised Access Point - Vehicle,50.73806871,-3.46368728
BAE2,166.077 - 166.077,Broadclyst,Authorised Access Point - Pedestrian,52.50896611,-3.48254658
BAE2,165.044 - 165.044,Crannaford ,Authorised Access Point - Pedestrian,50.75537621,-3.40112374
BAE2,164.1048 - 164.1048,Southbrook,Authorised Access Point - Pedestrian,50.75958028,-3.38799232
BAE2,163.1056 - 163.1056,Barnes Hayes,Authorised Access Point - Vehicle,50.76434041,-3.3687491
BAE2,162.1643 - 162.1643,Whimple station,Authorised Access Point - Vehicle,50.76840861,-3.35229013
BAE2,162 - 162,"Lil Davys Bridge, Whimple Road",Authorised Access Point - Pedestrian,50.77939378,-3.3386639
BAE2,161.0095 - 161.0095,Talaton Road,Authorised Access Point - Vehicle,50.78267275,-3.32163584
BAE2,160.0546 - 160.0546,Talewater Rd Bridge 494,Authorised Access Point - Pedestrian,50.78494187,-3.30622287
BAE2,159.1452 - 159.1452,Talaton Rd Bridge 491,Authorised Access Point - Pedestrian,50.78807677,-3.2976988
BAE2,159.055 - 159.055,Feniton Station,Authorised Access Point - Pedestrian,50.78682406,-3.28576151
BAE2,158.044 - 158.044,"Feniton, Castle Hill",Authorised Access Point - Pedestrian,50.78111227,-3.26364625
BAE2,158.0185 - 158.0185,Feniton Rd Bridge 486,Authorised Access Point - Vehicle,50.78129189,-3.26034593
BAE2,157.1034 - 157.1034,Exeter Road Nr Feniton Station,Authorised Access Point - Pedestrian,50.78252059,-3.24812258
BAE2,157.0128 - 157.0128,Ottisham Rd,Authorised Access Point - Pedestrian,50.78521236,-3.23773888
BAE2,154.1474 - 154.1474,Honiton station,Authorised Access Point - Vehicle,50.79555133,-3.18963983
BAE2,154.1342 - 154.1342,HONITON,Authorised Access Point - Road-Rail Machines,50.79629461,-3.18818298
BAE2,153.0814 - 153.0814,Northcote Hill,Authorised Access Point - Pedestrian,50.80618446,-3.1652286
BAE2,152.0253 - 152.0253,Coombe Water,Authorised Access Point - Pedestrian,50.80291477,-3.13473377
BAE2,151.0632 - 151.0632,Honiton  Incline ,Authorised Access Point - Vehicle,50.80078141,-3.11725529
BAE2,150.0968 - 150.0968,Ivy Green Bridge 461,Authorised Access Point - Pedestrian,50.7932389,-3.10470277
BAE2,150.0243 - 150.0243,Blacksands Bridge 460,Authorised Access Point - Vehicle,50.78841535,-3.09742463
BAE2,150.022 - 150.022,Blacksands Bridge Radio Mast,Authorised Access Point - Pedestrian,50.7882641,-3.09725084
BAE2,149.0968 - 149.0968,Platt Bridge 459,Authorised Access Point - Pedestrian,50.78065847,-3.09219329
BAE2,148.1584 - 148.1584,Patches Bridge 457,Authorised Access Point - Pedestrian,50.7731052,-3.08631609
BAE2,147.1562 - 147.1562,Seaton Jc Stn site,Authorised Access Point - Road-Rail Machines,50.7641355,-3.06819965
BAE2,146.1149 - 146.1149,Woodhayne  Kilmington Road  Bridge 450,Authorised Access Point - Pedestrian,50.76035322,-3.04192614
BAE2,146.0768 - 146.0768,Woodhayne Farm Cattle Creep Bridge 449,Authorised Access Point - Pedestrian,50.76201017,-3.03763843
BAE2,144.0902 - 144.0902,Axminster Station,Authorised Access Point - Pedestrian,50.77809957,-3.00569819
BAE2,144.0335 - 144.0335,Axminister Lxing  wicket gates to line side ,Authorised Access Point - Vehicle,50.78364423,-3.00093732
BAE2,143.1276 - 143.1276,AXMINSTER DOWN EXETER,Authorised Access Point - Pedestrian,50.78902367,-2.99549084
BAE2,143.1276 - 143.1276,AXMINSTER UP EXETER,Authorised Access Point - Pedestrian,50.78903738,-2.99493783
BAE2,143.0088 - 143.0088,WEYCROFT,Authorised Access Point - Pedestrian,50.79654856,-2.98516465
BAE2,142.1356 - 142.1356,Coaxdon Rd Bridge 433,Authorised Access Point - Pedestrian,50.79946658,-2.98038708
BAE2,141.1237 - 141.1237,Axe Farm,Authorised Access Point - Vehicle,50.81117325,-2.96447927
BAE2,141.0298 - 141.0298,Broom,Authorised Access Point - Vehicle,50.81755215,-2.95758364
BAE2,139.088 - 139.088,Chard Junction Station,Authorised Access Point - Pedestrian,50.83833417,-2.93886421
BAE2,139.0718 - 139.0718,Chard Junction,Authorised Access Point - Pedestrian,50.83929346,-2.93699452
BAE2,138.0039 - 138.0039,Ford Abbey Knapp Bridge 417,Authorised Access Point - Pedestrian,50.84611962,-2.90737255
BAE2,137 - 137,Winsham Rd Bridge 408,Authorised Access Point - Pedestrian,50.8488581,-2.88454072
BAE2,134.154 - 134.154,Wayford Bridge 399,Authorised Access Point - Vehicle,50.85583923,-2.83793
BAE2,134.0083 - 134.0083,Hewish AHB,Authorised Access Point - Vehicle,50.86613965,-2.82860779
BAE2,133.1144 - 133.1144,Hewish Rd,Authorised Access Point - Pedestrian,50.87144461,-2.82490731
BAE2,132.1188 - 132.1188,CREWKERNE TUNNEL  EXETER END ,Authorised Access Point - Pedestrian,50.87449627,-2.80645593
BAE2,132.0078 - 132.0078,Crewkerne AHB,Authorised Access Point - Vehicle,50.87211667,-2.79282798
BAE2,131.0633 - 131.0633,Crewkerne,Authorised Access Point - Vehicle,50.87348725,-2.77757288
BAE2,130.0396 - 130.0396,Pipplepen Bridge 387,Authorised Access Point - Pedestrian,50.87127813,-2.75239556
BAE2,129.0748 - 129.0748,Wood Lane  Bridge 385 ,Authorised Access Point - Pedestrian,50.87220711,-2.73359386
BAE2,129.0373 - 129.0373,Haselbury Bridge 384,Authorised Access Point - Pedestrian,50.8726054,-2.72886749
BAE2,127.1496 - 127.1496,Hardington Sidings,Authorised Access Point - Vehicle,50.88209632,-2.70185088
BAE2,126.1537 - 126.1537,Pendomer Bridge 378,Authorised Access Point - Pedestrian,50.88629377,-2.68094506
BAE2,126.0291 - 126.03,Kit Hill,Authorised Access Point - Pedestrian,50.8920516,-2.66804806
BAE2,126.0284 - 126.0284,Kit Hill,Authorised Access Point - Pedestrian,50.89200786,-2.66783417
BAE2,126.0284 - 126.0284,Kit Hill,Authorised Access Point - Pedestrian,50.89200786,-2.66783417
BAE2,124.1496 - 124.1496,Sutton Bingham Station site,Authorised Access Point - Road-Rail Machines,50.90090254,-2.64364374
BAE2,124.071 - 124.071,Sutton Bingham   Abbots Mill Bridge ,Authorised Access Point - Pedestrian,50.90365003,-2.63457967
BAE2,123.0244 - 123.0244,Stoford Field,Authorised Access Point - Vehicle,50.91920421,-2.62012377
BAE2,122.1166 - 122.1166,YEOVIL JUNCTION BARROW CROSSING,Authorised Access Point - Pedestrian,50.9242755,-2.61343293
BAE2,122.11 - 122.11,YEOVIL STEAM GROUP,Authorised Access Point - Pedestrian,50.92419645,-2.6130762
BAE2,121.1086 - 121.1086,Bradford Abbas Bishops Lane,Authorised Access Point - Pedestrian,50.9276787,-2.59002857
BAE2,119.033 - 119.033,Lenthay Farm Crossing & Footpath,Authorised Access Point - Vehicle,50.93571777,-2.53612244
BAE2,118.0088 - 118.0088,Sherborne Station,Authorised Access Point - Pedestrian,50.94384253,-2.51315707
BAE2,117.1756 - 117.1756,Sherborne level-Crossing MCB,Authorised Access Point - Vehicle,50.94437695,-2.51228044
BAE2,116.0792 - 116.0792,Oborne Road  A30  Bridge 339,Authorised Access Point - Pedestrian,50.96134613,-2.48915732
BAE2,115.0211 - 115.0211,Three Arch Bridge 336,Authorised Access Point - Pedestrian,50.97823629,-2.47551733
BAE2,114.0635 - 114.0635,Milborne Port Station Site,Authorised Access Point - Pedestrian,50.98660824,-2.46431919
BAE2,113.0889 - 113.0889,Stowell Road Bridge 330,Authorised Access Point - Pedestrian,50.99508888,-2.45029681
BAE2,112.0066 - 112.0066,Templecombe Station,Authorised Access Point - Road-Rail Machines,51.0015681,-2.41750914
BAE2,109.0902 - 109.0902,ASHFORD FOOTPATH CROSSING,Authorised Access Point - Vehicle,51.01503555,-2.36462681
BAE2,108.1356 - 108.1356,Buckhorn Weston Bridge 314,Authorised Access Point - Pedestrian,51.01888822,-2.34858973
BAE2,108.0616 - 108.0616,Buckhorn Weston Tunnel Radio Mast,Authorised Access Point - Pedestrian,51.01986974,-2.33895939
BAE2,107.1738 - 107.1738,Gillingham  Dorset  Tunnel,Authorised Access Point - Pedestrian,51.02061179,-2.33105208
BAE2,107.0601 - 107.0601,Bugley Bridge 311,Authorised Access Point - Pedestrian,51.02195652,-2.31630505
BAE2,105.0594 - 105.0594,Gillingham,Authorised Access Point - Road-Rail Machines,51.03294849,-2.27590733
BAE2,105.0577 - 105.0577,GILLINGHAM  CSR MAST VEHICLE ,Authorised Access Point - Vehicle,51.03304828,-2.27553714
BAE2,103.0172 - 103.0172,Mere Road Bridge 302,Authorised Access Point - Pedestrian,51.04016892,-2.22582917
BAE2,102.1591 - 102.1591,Humbers Foot Xing,Authorised Access Point - Vehicle,51.03986272,-2.22137756
BAE2,102.1189 - 102.1189,Motocombe Road Bridge 301,Authorised Access Point - Pedestrian,51.03951282,-2.2161556
BAE2,101.0335 - 101.0335,Country end of former station,Authorised Access Point - Pedestrian,51.03987646,-2.18223939
BAE2,100.0704 - 100.0704,Semley Road Bridge 295,Authorised Access Point - Pedestrian,51.04192503,-2.16523071
BAE2,99.1167 - 99.1167,Pythouse Road Bridge 293,Authorised Access Point - Vehicle,51.04848084,-2.15158748
BAE2,98.0704 - 98.0704,TISBURY WEST  PERRETTS BRIDGE ,Authorised Access Point - Pedestrian,51.04677853,-2.12333691
BAE2,97.1518 - 97.1518,TISBURY WEST  VINEYS BRIDGE ,Authorised Access Point - Pedestrian,51.04814885,-2.1108439
BAE2,97.0273 - 97.0273,Tisbury West AHB Xing,Authorised Access Point - Pedestrian,51.05246917,-2.09610216
BAE2,96.0594 - 96.0594,Tisbury Station  Goods Yard ,Authorised Access Point - Pedestrian,51.05924287,-2.08081976
BAE2,95.1298 - 95.1298,Tisbury Row Bridge 277,Authorised Access Point - Pedestrian,51.06455508,-2.07026872
BAE2,94.165 - 94.165,Tisbury Quarry Crossing Tisbury side,Authorised Access Point - Pedestrian,51.06628192,-2.05250363
BAE2,94.165 - 94.165,Tisbury Quarry Crossing Tisbury side,Authorised Access Point - Pedestrian,51.06619201,-2.05248925
BAE2,94.165 - 94.165,Tisbury Quarry Crossing Salisbury side,Authorised Access Point - Pedestrian,51.06621906,-2.05231803
BAE2,94.0616 - 94.0616,CSR Mast Bridge 272,Authorised Access Point - Vehicle,51.06760014,-2.03877571
BAE2,93.1056 - 93.1056,Ham Cross Road Bridge 268,Authorised Access Point - Vehicle,51.06773029,-2.02254887
BAE2,92.0858 - 92.0858,Teffont Mill Xing CSR Mast,Authorised Access Point - Pedestrian,51.0761761,-2.00132698
BAE2,92 - 92,Dinton Station site,Authorised Access Point - Road-Rail Machines,51.07764142,-1.98992147
BAE2,91.1584 - 91.1584,Dinton Former Station,Authorised Access Point - Pedestrian,51.07800096,-1.98829406
BAE2,91.077 - 91.077,Dinton Manor Farm Xing,Authorised Access Point - Pedestrian,51.0792493,-1.97740172
BAE2,90.1276 - 90.1276,French Horn  B3089  Bridge 262,Authorised Access Point - Vehicle,51.08142989,-1.96039802
BAE2,88.1562 - 88.1562,Barford Bridge 259,Authorised Access Point - Pedestrian,51.08434046,-1.91967791
BAE2,87.068 - 87.068,WILTON WEST  NEAR SIG:SY58R ,Authorised Access Point - Pedestrian,51.08047297,-1.88593696
BAE2,86.1061 - 86.1061,Ditchampton Road Bridge 252,Authorised Access Point - Pedestrian,51.08361112,-1.86855457
BAE2,86.0242 - 86.0242,Wilton South  by Station House ,Authorised Access Point - Pedestrian,51.08519047,-1.85801353
BAE2,86.0198 - 86.0198,Wilton South station site,Authorised Access Point - Vehicle,51.08509052,-1.85715722
BAE2,85.0931 - 85.0931,Wilton Junction,Authorised Access Point - Pedestrian,51.08097666,-1.8464488
BAE2,85.0242 - 85.0242,Tucker s Pit Hole Bridge 244,Authorised Access Point - Pedestrian,51.07983183,-1.83764462
BAE2,84.1408 - 84.1408,Pullman Drive Bemerton Heath,Authorised Access Point - Pedestrian,51.07822134,-1.83062699
BAE2,84.0924 - 84.0924,Skew Bridge near signal SY53,Authorised Access Point - Pedestrian,51.07622627,-1.82526714
BAG1,44.1484 - 44.1484,Vincent Drive,Authorised Access Point - Vehicle,52.45237781,-1.93483727
BAG1,45.1237 - 45.1237,Selly Oak Station Car Park,Authorised Access Point - Vehicle,52.44096944,-1.93483906
BAG1,44.0666 - 44.0666,Somerset Road  Br.13 ,Authorised Access Point - Pedestrian,52.45768706,-1.92819237
BAG1,46.1249 - 46.1249,Bournville Stn,Authorised Access Point - Pedestrian,52.42743281,-1.9266817
BAG1,47.0358 - 47.0358,Breedon Road  Br.34 ,Authorised Access Point - Pedestrian,52.42038617,-1.92632554
BAG1,47.0015 - 47.0015,YORK CLOSE,Authorised Access Point - Vehicle,52.42315039,-1.92596958
BAG1,47.0015 - 47.0015,"York Close, Bournville, B30 2HN",Authorised Access Point - Road-Rail Machines,52.42315485,-1.92590928
BAG1,43.0078 - 43.0078,Fiveways RRAP pedestrian access,Authorised Access Point - Pedestrian,52.46753757,-1.91615925
BAG1,43.078 - 43.078,Fiveways RRAP pedestrian access,Authorised Access Point - Pedestrian,52.46753757,-1.91615925
BAG1,43.0768 - 43.0768,Holiday Street/Fiveways  RRAP ,Authorised Access Point - Road-Rail Machines,52.46763281,-1.91608841
BAG1,43.0397 - 43.0397,Five ways Station,Authorised Access Point - Pedestrian,52.47026689,-1.91360007
BAG2,92.0462 - 92.0462,Barnwood Junction RRAP,Authorised Access Point - Vehicle,51.86373646,-2.21635725
BAG2,92.0286 - 92.0286,Barnt Green - Westerleigh Jn excl  to 109m 40c ,Authorised Access Point - Vehicle,51.86468369,-2.21461908
BAG2,91.0528 - 91.0528,Barnwood Bypass Underbridge,Authorised Access Point - Pedestrian,51.87160903,-2.19790484
BAG2,89.1584 - 89.1584,Churchdown Station Road Bridge RRAP,Authorised Access Point - Vehicle,51.88055546,-2.16871423
BAG2,68.132 - 68.132,Abbotswood Junction,Authorised Access Point - Vehicle,52.14772651,-2.16307377
BAG2,68.1596 - 68.1596,G128 Signal,Authorised Access Point - Vehicle,52.145434,-2.16300688
BAG2,69.0308 - 69.0308,Abbotswood Road,Authorised Access Point - Pedestrian,52.14165094,-2.16159015
BAG2,67.1628 - 67.1628,Norton Hill Retaining Wall,Authorised Access Point - Pedestrian,52.15908865,-2.15795515
BAG2,70.0039 - 70.0039,"Wadborough level crossing , station road",Authorised Access Point - Vehicle,52.12992518,-2.15582071
BAG2,70.0066 - 70.0066,Barnt Green - Westerleigh Jn excl  to 109m 40c ,Authorised Access Point - Vehicle,52.12971043,-2.1557323
BAG2,67.1144 - 67.1144,Pitchmoor Underbridge,Authorised Access Point - Vehicle,52.16241989,-2.15441445
BAG2,70.1122 - 71.1122,Barnt Green - Westerleigh Jn excl  to 109m 40c ,Authorised Access Point - Vehicle,52.12142653,-2.15161345
BAG2,71.0638 - 71.0638,Perrywood Bridge,Authorised Access Point - Pedestrian,52.11140839,-2.14662878
BAG2,88.132 - 88.132,Badgeworth Bridge,Authorised Access Point - Pedestrian,51.8843753,-2.14248913
BAG2,66.0264 - 66.0264,Spetchley Yard RRAP,Authorised Access Point - Road-Rail Machines,52.18265485,-2.14243292
BAG2,65.1738 - 65.1738,Bredicot School Bridge,Authorised Access Point - Pedestrian,52.18490379,-2.14134316
BAG2,65.0594 - 65.0594,Barnt Green - Westerleigh Jn excl  to 109m 40c ,Authorised Access Point,52.19421117,-2.13945642
BAG2,64.0792 - 64.0792,Barnt Green - Westerleigh Jn excl  to 109m 40c ,Authorised Access Point,52.20705963,-2.13850186
BAG2,64.0792 - 64.0792,Barnt Green - Westerleigh Jn excl  to 109m 40c ,Authorised Access Point,52.20705963,-2.13850186
BAG2,64.0132 - 64.0132,Barnt Green - Westerleigh Jn excl  to 109m 40c ,Authorised Access Point,52.21244582,-2.13778676
BAG2,63.1188 - 63.1188,Barnt Green - Westerleigh Jn excl  to 109m 40c ,Authorised Access Point,52.21770975,-2.1340555
BAG2,73.0594 - 73.0594,Barnt Green - Westerleigh Jn excl  to 109m 40c ,Authorised Access Point - Pedestrian,52.08609711,-2.12519383
BAG2,87.1628 - 87.1628,Hollis Road Footbridge,Authorised Access Point - Pedestrian,51.88789369,-2.12417764
BAG2,73.0946 - 73.0946,Defford Station Old Yard,Authorised Access Point - Vehicle,52.08337456,-2.12361007
BAG2,62.132 - 62.132,Oddingley Crossing Cabin,Authorised Access Point,52.22925627,-2.12372345
BAG2,62.0264 - 62.0264,Dunhampstead Relay Room RRAP,Authorised Access Point - Vehicle,52.23763033,-2.12020227
BAG2,62.0264 - 62.0264,Barnt Green - Westerleigh Jn excl  to 109m 40c ,Authorised Access Point - Vehicle,52.23763033,-2.12020227
BAG2,61.1606 - 61.1606,Dunhampstead Road Bridge,Authorised Access Point - Pedestrian,52.24077925,-2.11802859
BAG2,87.0924 - 87.0924,Heron Close,Authorised Access Point - Pedestrian,51.89033898,-2.11571278
BAG2,73.0902 - 73.0902,Barnt Green - Westerleigh Jn excl  to 109m 41c ,Authorised Access Point - Road-Rail Machines,52.0693749,-2.11567858
BAG2,74.1562 - 74.1562,Barnt Green - Westerleigh Jn excl  to 109m 40c ,Authorised Access Point - Pedestrian,52.06492687,-2.11318716
BAG2,61.0308 - 61.0308,Hay Lane Underbridge,Authorised Access Point - Pedestrian,52.25105999,-2.11333907
BAG2,75 - 75,Barnt Green - Westerleigh Jn excl  to 109m 40c ,Authorised Access Point - Vehicle,52.06339027,-2.11233721
BAG2,75.0506 - 75.0506,Barnt Green - Westerleigh Jn excl  to 109m 40c ,Authorised Access Point - Vehicle,52.05934579,-2.11091221
BAG2,75.0704 - 75.0704,Barnt Green - Westerleigh Jn excl  to 109m 40c ,Authorised Access Point - Vehicle,52.05771862,-2.11074772
BAG2,75.1562 - 75.1562,The Cottage Underbridge,Authorised Access Point - Pedestrian,52.05067045,-2.11013231
BAG2,76.1276 - 76.1276,Meadow Lane Bridge,Authorised Access Point - Pedestrian,52.03857885,-2.10911122
BAG2,81.0946 - 81.0946,Tredington Relay Room,Authorised Access Point - Vehicle,51.96895429,-2.10873857
BAG2,80.0176 - 80.0176,Barnt Green to Westerleigh Jn excl  to 109m 40ch ,Authorised Access Point - Vehicle,51.98975923,-2.10877423
BAG2,80.0858 - 80.0858,Fiddington Bridge,Authorised Access Point - Vehicle,51.98415793,-2.10876069
BAG2,81.0968 - 81.0968,Barnt Green to Westerleigh Jn excl  to 109m 40ch ,Authorised Access Point - Vehicle,51.96877449,-2.10872358
BAG2,79.088 - 79.088,Ashchurch Station,Authorised Access Point - Vehicle,51.99848033,-2.1087662
BAG2,79.099 - 79.099,Barnt Green to Westerleigh Jn excl  to 109m 40ch ,Authorised Access Point - Road-Rail Machines,51.99757226,-2.10876401
BAG2,78.1672 - 78.1672,Barnt Green to Westerleigh Jn excl  to 109m 40ch ,Authorised Access Point - Vehicle,52.00639226,-2.10874165
BAG2,77.0088 - 77.0088,The New Grounds Overbridge,Authorised Access Point - Pedestrian,52.03388603,-2.10873538
BAG2,77.0748 - 77.0748,Bredon Old Station,Authorised Access Point - Pedestrian,52.02844664,-2.1087222
BAG2,60.0704 - 60.0704,Huntingdon Overbridge,Authorised Access Point - Vehicle,52.26184398,-2.10839994
BAG2,60.0462 - 60.0462,Droitwich Road RRAP,Authorised Access Point - Road-Rail Machines,52.26375071,-2.10752552
BAG2,86.154 - 86.154,Cheltenham Station RRAP,Authorised Access Point - Vehicle,51.89521533,-2.10273316
BAG2,86.1276 - 86.1276,Cheltenham Station Footbridge,Authorised Access Point - Pedestrian,51.89679086,-2.1003388
BAG2,82.1562 - 82.1562,Cleeve Road Bridge,Authorised Access Point - Vehicle,51.95045044,-2.09914906
BAG2,86.0462 - 86.0462,Alston crossing cabin,Authorised Access Point - Vehicle,51.90312337,-2.09709709
BAG2,86.0143 - 86.0143,Arle Road Bridge RRAP,Authorised Access Point - Vehicle,51.90565976,-2.09601239
BAG2,58.1386 - 58.1386,Astwood Bridge,Authorised Access Point - Pedestrian,52.28374613,-2.09565703
BAG2,85.1298 - 85.1298,Tewkesbury Road Bridge RRAP,Authorised Access Point - Vehicle,51.91046269,-2.09395837
BAG2,85.0704 - 85.0704,Swindon Road Bridge,Authorised Access Point - Pedestrian,51.92330321,-2.09240035
BAG2,84.0066 - 84.0066,Barnt Green to Westerleigh Jn excl  to 109m 40ch ,Authorised Access Point - Vehicle,51.93457904,-2.09095443
BAG2,85.0066 - 85.0066,Morris Hill Relay Room,Authorised Access Point - Vehicle,51.92033778,-2.09032945
BAG2,85.0066 - 85.0066,Morris Hill Retaining Wall,Authorised Access Point - Pedestrian,51.92033778,-2.09032945
